CDT_Time,bar_fence,R_Bulk_uconv_4_5_6,L_low_uconv_4_5,L_high_uconv_6,Term_3_uconv_4_5,Term_3_uconv_6
21:57:30,|,0.473854240190714,186.053271831959,333.395391113273,0.024186621152593,0.0179966495036564
22:02:30,|,0.3954636584708,95.2067151420423,207.637667237557,0.0472655735815093,0.0288964910838429
22:07:30,|,0.483008834435186,121.147347751534,140.943301758758,0.037144849503674,0.0425703096573525
22:12:30,|,0.413601738985039,378.349459190646,713.807624268073,0.0118937661748646,0.00840562610430549
22:17:30,|,0.617744262534841,1085.94880020989,3351.36429397651,0.00414384177148153,0.00179031566660298
22:22:30,|,0.538356652181367,-1389.47319986315,-948.683499342419,-0.00323863749257144,-0.00632455397839101
22:27:30,|,0.451071354268194,-810.912135095526,-845.117182578495,-0.00554930652193273,-0.00709960715943995
22:32:30,|,0.511942004980043,-1334.78928566284,-412.927955151996,-0.0033713186405788,-0.0145303797554502
22:37:30,|,0.34681647651385,-255.682808985994,-411.820766682179,-0.0175999317977084,-0.0145694449756354
22:42:30,|,NaN,NaN,NaN,NaN,NaN
22:47:30,|,NaN,NaN,NaN,NaN,NaN
22:52:30,|,NaN,NaN,NaN,NaN,NaN
22:57:30,|,NaN,NaN,NaN,NaN,NaN
23:02:30,|,NaN,NaN,NaN,NaN,NaN
23:07:30,|,NaN,NaN,NaN,NaN,NaN
23:12:30,|,NaN,NaN,NaN,NaN,NaN
23:17:30,|,NaN,NaN,NaN,NaN,NaN
23:22:30,|,NaN,NaN,NaN,NaN,NaN
23:27:30,|,NaN,NaN,NaN,NaN,NaN
23:32:30,|,NaN,NaN,NaN,NaN,NaN
23:37:30,|,NaN,NaN,NaN,NaN,NaN
23:42:30,|,NaN,NaN,NaN,NaN,NaN
23:47:30,|,NaN,NaN,NaN,NaN,NaN
23:52:30,|,NaN,NaN,NaN,NaN,NaN
23:57:30,|,NaN,NaN,NaN,NaN,NaN
00:02:30,|,NaN,NaN,NaN,NaN,NaN
00:07:30,|,NaN,NaN,NaN,NaN,NaN
00:12:30,|,NaN,NaN,NaN,NaN,NaN
00:17:30,|,NaN,NaN,NaN,NaN,NaN
00:22:30,|,NaN,NaN,NaN,NaN,NaN
00:27:30,|,NaN,NaN,NaN,NaN,NaN
00:32:30,|,NaN,NaN,NaN,NaN,NaN
00:37:30,|,NaN,NaN,NaN,NaN,NaN
00:42:30,|,NaN,NaN,NaN,NaN,NaN
00:47:30,|,NaN,NaN,NaN,NaN,NaN
00:52:30,|,NaN,NaN,NaN,NaN,NaN
00:57:30,|,NaN,NaN,NaN,NaN,NaN
01:02:30,|,NaN,NaN,NaN,NaN,NaN
01:07:30,|,NaN,NaN,NaN,NaN,NaN
01:12:30,|,NaN,NaN,NaN,NaN,NaN
