CDT_Time,bar_fence,R_Bulk_uconv_1_5_4_5,L_low_uconv_1_5,L_high_uconv_4_5,Term_3_uconv_1_5,Term_3_uconv_4_5
23:57:30,|,-0.954744882545503,42.2878097179998,61.8548241901221,0.0354712152273407,0.0727509949129986
00:02:30,|,-1.31336853831599,62.513761699375,91.1785574976252,0.0239947166707614,0.0493537090682445
00:07:30,|,-0.914322493446549,47.6634496015297,98.0342019776025,0.0314706554506676,0.0459023474381737
00:12:30,|,-0.421602984856416,78.6922534043336,95.5255502179314,0.0190615967278603,0.0471078155502243
00:17:30,|,-0.469129853627722,57.8738053310195,100.420412992638,0.0259184615806838,0.044811606185387
00:22:30,|,-0.499291544028505,57.5230745775331,63.4958787228864,0.0260764921036724,0.0708707413852677
00:27:30,|,-0.352372624873543,51.5137421918462,54.9009290030452,0.02911844366526,0.0819658261110737
00:32:30,|,-0.465296771675298,38.8414445562032,63.064918211444,0.038618543083008,0.071355043780639
00:37:30,|,-0.911398234009141,51.7661774632981,83.7883127031598,0.028976448977008,0.053706774308039
00:42:30,|,-0.565792521356759,48.0606622017143,61.0268356485032,0.0312105562279684,0.0737380523204364
00:47:30,|,-0.41783101787178,51.0849576618964,49.8811999026363,0.0293628509967197,0.0902143494700128
00:52:30,|,-0.538463174334081,44.0893723054362,39.485154064651,0.0340218043842518,0.113966884683593
00:57:30,|,-0.840032560941001,26.0898147635217,38.8757599651439,0.057493700648932,0.115753364153774
01:02:30,|,-0.59841502217487,32.4866922769208,34.1841500300049,0.0461727524370227,0.131639955828949
01:07:30,|,-0.647334763727742,21.172451167875,27.9356058989464,0.0708467804746175,0.161084746694888
01:12:30,|,-0.856377655672007,17.1656560136387,19.0589565389732,0.0873837853215863,0.236109463327546
01:17:30,|,-4.2647306191158,16.5332035623389,26.3394213593278,0.0907265185687825,0.170846577782028
01:22:30,|,NaN,NaN,NaN,NaN,NaN
01:27:30,|,NaN,NaN,NaN,NaN,NaN
01:32:30,|,NaN,NaN,NaN,NaN,NaN
01:37:30,|,NaN,NaN,NaN,NaN,NaN
01:42:30,|,NaN,NaN,NaN,NaN,NaN
01:47:30,|,NaN,NaN,NaN,NaN,NaN
01:52:30,|,NaN,NaN,NaN,NaN,NaN
01:57:30,|,NaN,NaN,NaN,NaN,NaN
02:02:30,|,NaN,NaN,NaN,NaN,NaN
02:07:30,|,NaN,NaN,NaN,NaN,NaN
02:12:30,|,NaN,NaN,NaN,NaN,NaN
02:17:30,|,NaN,NaN,NaN,NaN,NaN
02:22:30,|,NaN,NaN,NaN,NaN,NaN
02:27:30,|,NaN,NaN,NaN,NaN,NaN
02:32:30,|,NaN,NaN,NaN,NaN,NaN
02:37:30,|,NaN,NaN,NaN,NaN,NaN
02:42:30,|,NaN,NaN,NaN,NaN,NaN
02:47:30,|,NaN,NaN,NaN,NaN,NaN
02:52:30,|,NaN,NaN,NaN,NaN,NaN
02:57:30,|,NaN,NaN,NaN,NaN,NaN
03:02:30,|,NaN,NaN,NaN,NaN,NaN
03:07:30,|,NaN,NaN,NaN,NaN,NaN
