CDT_Time,bar_fence,R_Bulk_uconv_1_5_4_5,L_low_uconv_1_5,L_high_uconv_4_5,Term_3_uconv_1_5,Term_3_uconv_4_5
21:57:30,|,-0.131918055541423,197.91823762012,186.053271831959,0.00757888721139012,0.024186621152593
22:02:30,|,-0.22154133962139,88.6265089993441,95.2067151420423,0.0169249586487842,0.0472655735815093
22:07:30,|,-0.319915830008224,118.437821159017,121.147347751534,0.0126648733092284,0.037144849503674
22:12:30,|,-0.226761150001635,498.579664484906,378.349459190646,0.00300854629028981,0.0118937661748646
22:17:30,|,-0.384969442227484,3840.82390490127,1085.94880020989,0.000390541206038073,0.00414384177148153
22:22:30,|,-0.267515755219529,-1581.79934950144,-1389.47319986315,-0.00094828715188989,-0.00323863749257144
22:27:30,|,-0.159951958085223,-1624.256599102,-810.912135095526,-0.000923499403252725,-0.00554930652193273
22:32:30,|,-0.290572609952855,-1018.93973422353,-1334.78928566284,-0.00147211846748037,-0.0033713186405788
22:37:30,|,-0.188236373314179,-914.643226455657,-255.682808985994,-0.00163998371891154,-0.0175999317977084
22:42:30,|,NaN,NaN,NaN,NaN,NaN
22:47:30,|,NaN,NaN,NaN,NaN,NaN
22:52:30,|,NaN,NaN,NaN,NaN,NaN
22:57:30,|,NaN,NaN,NaN,NaN,NaN
23:02:30,|,NaN,NaN,NaN,NaN,NaN
23:07:30,|,NaN,NaN,NaN,NaN,NaN
23:12:30,|,NaN,NaN,NaN,NaN,NaN
23:17:30,|,NaN,NaN,NaN,NaN,NaN
23:22:30,|,NaN,NaN,NaN,NaN,NaN
23:27:30,|,NaN,NaN,NaN,NaN,NaN
23:32:30,|,NaN,NaN,NaN,NaN,NaN
23:37:30,|,NaN,NaN,NaN,NaN,NaN
23:42:30,|,NaN,NaN,NaN,NaN,NaN
23:47:30,|,NaN,NaN,NaN,NaN,NaN
23:52:30,|,NaN,NaN,NaN,NaN,NaN
23:57:30,|,NaN,NaN,NaN,NaN,NaN
00:02:30,|,NaN,NaN,NaN,NaN,NaN
00:07:30,|,NaN,NaN,NaN,NaN,NaN
00:12:30,|,NaN,NaN,NaN,NaN,NaN
00:17:30,|,NaN,NaN,NaN,NaN,NaN
00:22:30,|,NaN,NaN,NaN,NaN,NaN
00:27:30,|,NaN,NaN,NaN,NaN,NaN
00:32:30,|,NaN,NaN,NaN,NaN,NaN
